Name,Artist,Album,Track Number
"The District Sleeps Alone Tonight (Tonight Album)","The Postal Service","Give Up","1"
"Such Great Heights","The Postal Service","Give Up","2"
"Sleeping In","The Postal Service","Give Up","3"
"Nothing Better","The Postal Service","Give Up","4"
"Recycled Air","The Postal Service","Give Up","5"
"Clark Gable","The Postal Service","Give Up","6"
"We Will Become Silhouettes","The Postal Service","Give Up","7"
"This Place is a Prison","The Postal Service","Give Up","8"
"Brand New Colony","The Postal Service","Give Up","9"
"Natural Anthem","The Postal Service","Give Up","10"
"You Wouldn't Like Me","Tegan and Sara","So Jealous","1"
"Take Me Anywhere","Tegan and Sara","So Jealous","2"
"I Bet It Stung","Tegan and Sara","So Jealous","3"
"I Know I Know I Know","Tegan and Sara","So Jealous","4"
"Where Does The Good Go","Tegan and Sara","So Jealous","5"
"Downtown","Tegan and Sara","So Jealous","6"
"I Won't Be Left","Tegan and Sara","So Jealous","7"
"Walking With A Ghost","Tegan and Sara","So Jealous","8"
"So Jealous","Tegan and Sara","So Jealous","9"
"Speak Slow","Tegan and Sara","So Jealous","10"
"Wake Up Exhausted","Tegan and Sara","So Jealous","11"
"We Didn't Do It","Tegan and Sara","So Jealous","12"
"Don't Wanna Fall In Love","Jane Child","Jane Child","4"
"I Can't Take It","Tegan and Sara","So Jealous","14"
"Fantasy on a Shona Theme","Glenn Kotche","Mobile","8"
"You're No Good","Van Halen","Van Halen II","1"
"Dance The Night Away","Van Halen","Van Halen II","2"
"Somebody Get Me A Doctor","Van Halen","Van Halen II","3"
"Bottoms Up!","Van Halen","Van Halen II","4"
"Outta Love Again","Van Halen","Van Halen II","5"
"Light Up The Sky","Van Halen","Van Halen II","6"
"Spanish Fly","Van Halen","Van Halen II","7"
"D.O.A.","Van Halen","Van Halen II","8"
"Women In Love......","Van Halen","Van Halen II","9"
"Beautiful Girls","Van Halen","Van Halen II","10"
"1999","Prince","1999","1"
"Little Red Corvette","Prince","1999","2"
"Delirious","Prince","1999","3"
"Let's Pretend We're Married","Prince","1999","4"
"D.M.S.R.","Prince","1999","5"
"Automatic","Prince","1999","6"
"Something In The Water (Does Not Compute)","Prince","1999","7"
"Free","Prince","1999","8"
"Lady Cab Driver","Prince","1999","9"
"All The Critics Love U In New York","Prince","1999","10"
"International Lover","Prince","1999","11"
"Lola Stars and Stripes","The Stills","Logic Will Break Your Heart","1"
"Changes Are No Good","The Stills","Logic Will Break Your Heart","3"
"Let's Roll","The Stills","Logic Will Break Your Heart","7"
"Still In Love Song","The Stills","Logic Will Break Your Heart","10"
"My Favorite Mutiny","The Coup","Pick A Bigger Weapon","4"
"Mack The Knife","Bobby Darin","The Ultimate Bobby Darin","5"
"Backward","Mac Lethal","11:11","1"
"Calm Down Baby","Mac Lethal","11:11","2"
"Rotton Apple Pie","Mac Lethal","11:11","3"
"Make Out Bandit","Mac Lethal","11:11","4"
"Pound That Beer","Mac Lethal","11:11","5"
"Jihad!","Mac Lethal","11:11","6"
"Crazy (Perfectly Content)","Mac Lethal","11:11","7"
"Know It All","Mac Lethal","11:11","8"
"Sledgehammer","Mac Lethal","11:11","9"
"Lithium Lips","Mac Lethal","11:11","11"
"Tell Me Goodbye","Mac Lethal","11:11","12"
"Sun Storm (Explicit)","Mac Lethal","11:11","13"
"11 Out Of 10","Mac Lethal","11:11","14"
"Runnin' With The Devil","Van Halen","Van Halen","1"
"Eruption","Van Halen","Van Halen","2"
"You Really Got Me","Van Halen","Van Halen","3"
"Ain't Talkin' 'Bout Love","Van Halen","Van Halen","4"
"I'm The One","Van Halen","Van Halen","5"
"Jamie's Cryin'","Van Halen","Van Halen","6"
"Atomic Punk","Van Halen","Van Halen","7"
"Feel Your Love Tonight","Van Halen","Van Halen","8"
"Little Dreamer","Van Halen","Van Halen","9"
"Ice Cream Man","Van Halen","Van Halen","10"
"On Fire","Van Halen","Van Halen","11"
"In The Midnight Hour","Wilson Pickett","The Very Best Of Wilson Pickett","1"
"634-5789","Wilson Pickett","The Very Best Of Wilson Pickett","2"
"Land Of 1000 Dances","Wilson Pickett","The Very Best Of Wilson Pickett","3"
"Mustang Sally","Wilson Pickett","The Very Best Of Wilson Pickett","4"
"Funky Broadway","Wilson Pickett","The Very Best Of Wilson Pickett","5"
"I'm In Love","Wilson Pickett","The Very Best Of Wilson Pickett","6"
"She's Lookin' Good","Wilson Pickett","The Very Best Of Wilson Pickett","7"
"Hey Jude","Wilson Pickett","The Very Best Of Wilson Pickett","8"
"Sugar Sugar","Wilson Pickett","The Very Best Of Wilson Pickett","9"
"Engine Number 9 (Single Version)","Wilson Pickett","The Very Best Of Wilson Pickett","10"
"Don't Let The Green Grass Fool You (Single Version)","Wilson Pickett","The Very Best Of Wilson Pickett","11"
"Don't Knock My Love, Pt. 1","Wilson Pickett","The Very Best Of Wilson Pickett","12"
"Fire And Water","Wilson Pickett","The Very Best Of Wilson Pickett","13"
"I'm A Midnight Mover","Wilson Pickett","The Very Best Of Wilson Pickett","14"
"I Found A Love - Part I [Single Version] (- Part I Single Version)","Wilson Pickett","The Very Best Of Wilson Pickett","15"
"Everybody Needs Somebody To Love","Wilson Pickett","The Very Best Of Wilson Pickett","16"
"The Improv Fairy Tale","Mitch Hedberg","Do You Believe In Gosh?","1"
"Door Deal","Mitch Hedberg","Do You Believe In Gosh?","2"
"Hot Air Balloon","Mitch Hedberg","Do You Believe In Gosh?","3"
"Headless Horseman","Mitch Hedberg","Do You Believe In Gosh?","4"
"Hotels And Beds","Mitch Hedberg","Do You Believe In Gosh?","5"
"Phil","Mitch Hedberg","Do You Believe In Gosh?","6"
"Restaurants","Mitch Hedberg","Do You Believe In Gosh?","7"
"Texas and Sea Food","Mitch Hedberg","Do You Believe In Gosh?","8"
"Tea Ski","Mitch Hedberg","Do You Believe In Gosh?","9"
"Canal Smarts","Mitch Hedberg","Do You Believe In Gosh?","10"
"The Vacuumist","Mitch Hedberg","Do You Believe In Gosh?","11"
"Belt","Mitch Hedberg","Do You Believe In Gosh?","12"
"Soda Pop","Mitch Hedberg","Do You Believe In Gosh?","13"
"Take A Bow","Madonna","Something To Remember","3"
"Blood Bank","Bon Iver","Blood Bank","1"
"Beach Baby","Bon Iver","Blood Bank","2"
"Babys","Bon Iver","Blood Bank","3"
"Woods","Bon Iver","Blood Bank","4"
"Controversy","Prince","Controversy","1"
"Sexuality","Prince","Controversy","2"
"Do Me, Baby","Prince","Controversy","3"
"Private Joy","Prince","Controversy","4"
"Ronnie, Talk To Russia","Prince","Controversy","5"
"Let's Work","Prince","Controversy","6"
"Annie Christian","Prince","Controversy","7"
"Jack U Off","Prince","Controversy","8"
"All 4 Love","Color Me Badd","C.M.B.","2"
"Lorge","El Ten Eleven","El Ten Eleven","3"
"Connie","El Ten Eleven","El Ten Eleven","8"
"One Week Of Danger","The Virgins","The Virgins","2"
"Radio Christiane","The Virgins","The Virgins","9"
"Bellona","Junior Boys","Last Exit","2"
"Ode To Divorce","Regina Spektor","Soviet Kitsch","1"
"Poor Little Rich Boy","Regina Spektor","Soviet Kitsch","2"
"Carbon Monoxide [Alt Mix] (Alt Mix)","Regina Spektor","Soviet Kitsch","3"
"The Flowers","Regina Spektor","Soviet Kitsch","4"
"Us","Regina Spektor","Soviet Kitsch","5"
"Sailor Song","Regina Spektor","Soviet Kitsch","6"
"Whisper","Regina Spektor","Soviet Kitsch","7"
"Your Honor (feat. Kill Kenada)","Regina Spektor","Soviet Kitsch","8"
"Ghost Of Corporate Future","Regina Spektor","Soviet Kitsch","9"
"Chemo Limo","Regina Spektor","Soviet Kitsch","10"
"Somedays","Regina Spektor","Soviet Kitsch","11"
"Eddie You Should Know Better","Curtis Mayfield","Superfly","6"
"1984","Van Halen","1984","1"
"Jump","Van Halen","1984","2"
"Panama","Van Halen","1984","3"
"Top Jimmy","Van Halen","1984","4"
"Drop Dead Legs","Van Halen","1984","5"
"Hot For Teacher","Van Halen","1984","6"
"I'll Wait","Van Halen","1984","7"
"Girl Gone Bad","Van Halen","1984","8"
"House Of Pain","Van Halen","1984","9"
"Ooh Boy","Rose Royce","In Full Bloom","3"
"Fidelity [Live in California 2006] (Live in California 2006)","Regina Spektor","Live In California 2006 EP","1"
"Field Below [Live in California 2006] (Live in California 2006)","Regina Spektor","Live In California 2006 EP","2"
"Sailor Song [Live in California 2006] (Live in California 2006)","Regina Spektor","Live In California 2006 EP","3"
"Ghost Of Corporate Future [Live in California 2006] (Live in California 2006)","Regina Spektor","Live In California 2006 EP","4"
"Let's Go Crazy","Prince","Purple Rain","1"
"Take Me With U","Prince","Purple Rain","2"
"The Beautiful Ones","Prince","Purple Rain","3"
"Computer Blue","Prince","Purple Rain","4"
"Darling Nikki","Prince","Purple Rain","5"
"When Doves Cry","Prince","Purple Rain","6"
"I Would Die 4 U","Prince","Purple Rain","7"
"Baby I'm A Star","Prince","Purple Rain","8"
"Purple Rain","Prince","Purple Rain","9"
"Catch","The Cure","Kiss Me, Kiss Me, Kiss Me","2"
"Yours Truly, The Commuter","Jason Lytle","Yours Truly, The Commuter","1"
"Burnout","Green Day","Dookie","1"
"Having A Blast","Green Day","Dookie","2"
"Chump","Green Day","Dookie","3"
"Welcome To Paradise","Green Day","Dookie","5"
"Pulling Teeth","Green Day","Dookie","6"
"Basket Case","Green Day","Dookie","7"
"She","Green Day","Dookie","8"
"Sassafras Roots","Green Day","Dookie","9"
"When I Come Around","Green Day","Dookie","10"
"Coming Clean","Green Day","Dookie","11"
"Emenius Sleepus","Green Day","Dookie","12"
"In The End","Green Day","Dookie","13"
"F.O.D.","Green Day","Dookie","14"
"Raw","T.I.","T.I. vs. T.I.P.","3"
"Da Dopeman","T.I.","T.I. vs. T.I.P.","5"
"Help Is Coming (Explicit Album Version)","T.I.","T.I. vs. T.I.P.","9"
"My Type","T.I.","T.I. vs. T.I.P.","18"
"My Girls","Animal Collective","Merriweather Post Pavilion","2"
"Also Frightened","Animal Collective","Merriweather Post Pavilion","3"
"Summertime Clothes","Animal Collective","Merriweather Post Pavilion","4"
"Text","Patton Oswalt","My Weakness Is Strong","1"
"Birth","Patton Oswalt","My Weakness Is Strong","2"
"Fat","Patton Oswalt","My Weakness Is Strong","3"
"Treadmill","Patton Oswalt","My Weakness Is Strong","4"
"Whiskey And Weed And L.S.D.","Patton Oswalt","My Weakness Is Strong","5"
"The Sad Boy","Patton Oswalt","My Weakness Is Strong","6"
"The Oswalt Family Crest","Patton Oswalt","My Weakness Is Strong","7"
"Rats","Patton Oswalt","My Weakness Is Strong","8"
"Orgy","Patton Oswalt","My Weakness Is Strong","9"
"Lofty Thoughts","Patton Oswalt","My Weakness Is Strong","10"
"First","Patton Oswalt","My Weakness Is Strong","11"
"Obama...And Time Travel...And Coolness...And The Last Racist","Patton Oswalt","My Weakness Is Strong","12"
"Demons","Patton Oswalt","My Weakness Is Strong","13"
"Sky Cake","Patton Oswalt","My Weakness Is Strong","14"
"Grocery Robots","Patton Oswalt","My Weakness Is Strong","15"
"Airplane","Patton Oswalt","My Weakness Is Strong","16"
"The Magician","Patton Oswalt","My Weakness Is Strong","17"
"Cannibal Resource","Dirty Projectors","Bitte Orca","1"
"Temecula Sunrise","Dirty Projectors","Bitte Orca","2"
"The Bride","Dirty Projectors","Bitte Orca","3"
"Stillness Is The Move","Dirty Projectors","Bitte Orca","4"
"Two Doves","Dirty Projectors","Bitte Orca","5"
"Useful Chamber","Dirty Projectors","Bitte Orca","6"
"No Intention","Dirty Projectors","Bitte Orca","7"
"Remade Horizon","Dirty Projectors","Bitte Orca","8"
"Fluorescent Half Dome","Dirty Projectors","Bitte Orca","9"
"We Were Born The Mutants Again With Leafling","of Montreal","Hissing Fauna, Are You The Destroyer?","12"
"The CD Jokes","Mitch Hedberg","Strategic Grill Locations","1"
"Koalas","Mitch Hedberg","Strategic Grill Locations","2"
"Highlights","Mitch Hedberg","Strategic Grill Locations","3"
"You Were Good","Mitch Hedberg","Strategic Grill Locations","4"
"Shaving Too","Mitch Hedberg","Strategic Grill Locations","5"
"Minibar","Mitch Hedberg","Strategic Grill Locations","6"
"Beret And Pancakes","Mitch Hedberg","Strategic Grill Locations","7"
"The Velcro Wallet","Mitch Hedberg","Strategic Grill Locations","8"
"Dry Clean Only","Mitch Hedberg","Strategic Grill Locations","9"
"Gambling","Mitch Hedberg","Strategic Grill Locations","10"
"My Necklace","Mitch Hedberg","Strategic Grill Locations","11"
"Acting","Mitch Hedberg","Strategic Grill Locations","12"
"Lynn","Mitch Hedberg","Strategic Grill Locations","13"
"Tomatoes","Mitch Hedberg","Strategic Grill Locations","14"
"Six People Isn't Convincing","Mitch Hedberg","Strategic Grill Locations","15"
"Cookies","Mitch Hedberg","Strategic Grill Locations","16"
"Oatmeal","Mitch Hedberg","Strategic Grill Locations","17"
"Smackie The Frog","Mitch Hedberg","Strategic Grill Locations","18"
"Frogs And Bears","Mitch Hedberg","Strategic Grill Locations","19"
"Island, IS","Volcano Choir","Unmap","3"
"Fire Exit","Mitch Hedberg","Strategic Grill Locations","20"
"The Dufrenes","Mitch Hedberg","Strategic Grill Locations","21"
"Still","Volcano Choir","Unmap","8"
"If You Fear Dying","One Day As A Lion","One Day As A Lion EP","4"
"All The Trees of the Field Will Clap Their Hands","Sufjan Stevens","Seven Swans","1"
"The Dress Looks Nice on You","Sufjan Stevens","Seven Swans","2"
"In the Devil's Territory","Sufjan Stevens","Seven Swans","3"
"To Be Alone With You","Sufjan Stevens","Seven Swans","4"
"Abraham","Sufjan Stevens","Seven Swans","5"
"Size Too Small","Sufjan Stevens","Seven Swans","7"
"We Won't Need Legs To Stand","Sufjan Stevens","Seven Swans","8"
"A Good Man Is Hard to Find","Sufjan Stevens","Seven Swans","9"
"He Woke Me Up Again","Sufjan Stevens","Seven Swans","10"
"Seven Swans","Sufjan Stevens","Seven Swans","11"
"The Transfiguration","Sufjan Stevens","Seven Swans","12"
"Ceremony","New Order","Movement [Collector's Edition]","17"
"This CD Is In Stores","Mitch Hedberg","Mitch All Together","1"
"Sandwiches","Mitch Hedberg","Mitch All Together","2"
"Not Track Five, Not Chainsaw Juggler","Mitch Hedberg","Mitch All Together","3"
"Teeth","Mitch Hedberg","Mitch All Together","4"
"Candy Bars","Mitch Hedberg","Mitch All Together","5"
"Houses","Mitch Hedberg","Mitch All Together","6"
"Pop","Mitch Hedberg","Mitch All Together","7"
"The Pipe","Mitch Hedberg","Mitch All Together","8"
"Business Cards","Mitch Hedberg","Mitch All Together","9"
"Sesame Seeds","Mitch Hedberg","Mitch All Together","10"
"Three Easy Payments","Mitch Hedberg","Mitch All Together","11"
"Arrows","Mitch Hedberg","Mitch All Together","12"
"Saved By The Buoyancy Of Citrus","Mitch Hedberg","Mitch All Together","13"
"Mitch in The S'th","Mitch Hedberg","Mitch All Together","14"
"Bed And Breakfast","Mitch Hedberg","Mitch All Together","15"
"X","Mitch Hedberg","Mitch All Together","16"
"Movie Plot","Mitch Hedberg","Mitch All Together","17"
"In The Meantime","Spacehog","Resident Alien","1"
"Spacehog","Spacehog","Resident Alien","2"
"Starside","Spacehog","Resident Alien","3"
"Cruel to Be Kind","Spacehog","Resident Alien","7"
"Only A Few","Spacehog","Resident Alien","9"
"Yours Truly, The Commuter","Jason Lytle","Yours Truly, The Commuter","1"
"Brand New Sun","Jason Lytle","Yours Truly, The Commuter","2"
"Ghost Of My Old Dog","Jason Lytle","Yours Truly, The Commuter","3"
"I Am Lost (And The Moment Cannot Last)","Jason Lytle","Yours Truly, The Commuter","4"
"Birds Encouraged Him","Jason Lytle","Yours Truly, The Commuter","5"
"It's The Weekend","Jason Lytle","Yours Truly, The Commuter","6"
"Fürget It","Jason Lytle","Yours Truly, The Commuter","7"
"This Song Is The Mute Button","Jason Lytle","Yours Truly, The Commuter","8"
"Rollin' Home Alone","Jason Lytle","Yours Truly, The Commuter","9"
"You're Too Gone","Jason Lytle","Yours Truly, The Commuter","10"
"Flying Thru Canyons","Jason Lytle","Yours Truly, The Commuter","11"
"Here For Good","Jason Lytle","Yours Truly, The Commuter","12"
"The Garden","Cut Chemist","The Audience's Listening","4"
"Alone, Jealous And Stoned","Secret Machines","Ten Silver Drops","1"
"All At Once [It's Not Important] (It's Not Important)","Secret Machines","Ten Silver Drops","2"
"Lightning Blue Eyes","Secret Machines","Ten Silver Drops","3"
"Daddy's In The Doldrums","Secret Machines","Ten Silver Drops","4"
"I Hate Pretending","Secret Machines","Ten Silver Drops","5"
"Faded Lines","Secret Machines","Ten Silver Drops","6"
"I Want To Know If It's Still Possible","Secret Machines","Ten Silver Drops","7"
"1000 Seconds","Secret Machines","Ten Silver Drops","8"
"The Boys Are Leaving Town","Japandroids","Post-Nothing","1"
"Young Hearts Spark Fire","Japandroids","Post-Nothing","2"
"Wet Hair","Japandroids","Post-Nothing","3"
"Rockers East Vancouver","Japandroids","Post-Nothing","4"
"Heart Sweats","Japandroids","Post-Nothing","5"
"Crazy/Forever","Japandroids","Post-Nothing","6"
"Sovereignty","Japandroids","Post-Nothing","7"
"I Quit Girls","Japandroids","Post-Nothing","8"
"Arrow","Tegan and Sara","Sainthood","1"
"Don't Rush","Tegan and Sara","Sainthood","2"
"Hell","Tegan and Sara","Sainthood","3"
"On Directing","Tegan and Sara","Sainthood","4"
"Red Belt","Tegan and Sara","Sainthood","5"
"The Cure","Tegan and Sara","Sainthood","6"
"Northshore","Tegan and Sara","Sainthood","7"
"Night Watch","Tegan and Sara","Sainthood","8"
"Alligator","Tegan and Sara","Sainthood","9"
"Paperback Head","Tegan and Sara","Sainthood","10"
"The Ocean","Tegan and Sara","Sainthood","11"
"Sentimental Tune","Tegan and Sara","Sainthood","12"
"Someday","Tegan and Sara","Sainthood","13"
"Anything","Third Eye Blind","Blue","1"
"Wounded","Third Eye Blind","Blue","2"
"10 Days Late","Third Eye Blind","Blue","3"
"Never Let You Go","Third Eye Blind","Blue","4"
"Deep Inside Of You","Third Eye Blind","Blue","5"
"1000 Julys","Third Eye Blind","Blue","6"
"An Ode To Maybe","Third Eye Blind","Blue","7"
"The Red Summer Sun","Third Eye Blind","Blue","8"
"Camouflage","Third Eye Blind","Blue","9"
"Farther","Third Eye Blind","Blue","10"
"Darwin","Third Eye Blind","Blue","12"
"The First Song","Band Of Horses","Everything All The Time","1"
"Wicked Gil","Band Of Horses","Everything All The Time","2"
"Our Swords","Band Of Horses","Everything All The Time","3"
"The Funeral","Band Of Horses","Everything All The Time","4"
"Part One","Band Of Horses","Everything All The Time","5"
"The Great Salt Lake","Band Of Horses","Everything All The Time","6"
"Weed Party","Band Of Horses","Everything All The Time","7"
"I Go to the Barn Because I Like the","Band Of Horses","Everything All The Time","8"
"Monsters","Band Of Horses","Everything All The Time","9"
"St. Augustine","Band Of Horses","Everything All The Time","10"
"Fidelity","Regina Spektor","Begin To Hope","1"
"Better","Regina Spektor","Begin To Hope","2"
"Samson","Regina Spektor","Begin To Hope","3"
"On The Radio","Regina Spektor","Begin To Hope","4"
"Field Below","Regina Spektor","Begin To Hope","5"
"Hotel Song","Regina Spektor","Begin To Hope","6"
"Après Moi","Regina Spektor","Begin To Hope","7"
"20 Years Of Snow","Regina Spektor","Begin To Hope","8"
"That Time","Regina Spektor","Begin To Hope","9"
